"","Y1PROXST","Y1CERTST","pct","n","unweighted_n"
"1","Lutte Ouvrière","1",16.3490379081372,70.4543361015838,62
"2","Lutte Ouvrière","2",71.7082234803016,70.4543361015838,62
"3","Lutte Ouvrière","3",11.9427386115612,70.4543361015838,62
"4","Nouveau Parti Anticapitaliste","1",11.127764698373,104.939147420078,87
"5","Nouveau Parti Anticapitaliste","2",61.2491694781089,104.939147420078,87
"6","Nouveau Parti Anticapitaliste","3",27.6230658235181,104.939147420078,87
"7","Parti Communiste Français","1",4.55284288275038,240.446285408072,258
"8","Parti Communiste Français","2",55.0918383057733,240.446285408072,258
"9","Parti Communiste Français","3",40.3553188114763,240.446285408072,258
"10","France Insoumise","1",13.0441905315473,767.972429749784,650
"11","France Insoumise","2",51.1703014677224,767.972429749784,650
"12","France Insoumise","3",35.7855080007304,767.972429749784,650
"13","Parti Socialiste","1",8.65377696056608,827.988305454097,889
"14","Parti Socialiste","2",47.7262724593078,827.988305454097,889
"15","Parti Socialiste","3",43.6199505801261,827.988305454097,889
"16","Europe Ecologie - Les Verts","1",7.73153469150131,604.168842413961,630
"17","Europe Ecologie - Les Verts","2",47.8353517717099,604.168842413961,630
"18","Europe Ecologie - Les Verts","3",44.4331135367888,604.168842413961,630
"19","La République En Marche !, désormais Renaissance","1",5.03406419444119,1281.78103149795,1259
"20","La République En Marche !, désormais Renaissance","2",45.8964504850989,1281.78103149795,1259
"21","La République En Marche !, désormais Renaissance","3",49.06948532046,1281.78103149795,1259
"22","Le MoDem (Mouvement Démocrate)","1",5.39713134803884,201.259802163159,233
"23","Le MoDem (Mouvement Démocrate)","2",46.1078251742761,201.259802163159,233
"24","Le MoDem (Mouvement Démocrate)","3",48.4950434776851,201.259802163159,233
"25","Horizons","1",1.17055216908065,70.6892450928567,85
"26","Horizons","2",44.6860238070082,70.6892450928567,85
"27","Horizons","3",54.1434240239112,70.6892450928567,85
"28","L’UDI (Union des Démocrates et Indépendants)","1",1.16862474961118,73.9809481583113,100
"29","L’UDI (Union des Démocrates et Indépendants)","2",49.2278768273609,73.9809481583113,100
"30","L’UDI (Union des Démocrates et Indépendants)","3",49.603498423028,73.9809481583113,100
"31","Les Républicains","1",6.66626134331886,680.876275357783,861
"32","Les Républicains","2",51.0262395294546,680.876275357783,861
"33","Les Républicains","3",42.3074991272265,680.876275357783,861
"34","Debout la France","1",8.3597794932008,154.411754777518,162
"35","Debout la France","2",47.907414518102,154.411754777518,162
"36","Debout la France","3",43.7328059886972,154.411754777518,162
"37","Rassemblement national (ex Front National)","1",13.4504761612068,1788.99386284886,1636
"38","Rassemblement national (ex Front National)","2",44.59063022179,1788.99386284886,1636
"39","Rassemblement national (ex Front National)","3",41.9588936170032,1788.99386284886,1636
"40","Reconquête!","1",7.94701379137604,362.187537369516,349
"41","Reconquête!","2",35.6569965793502,362.187537369516,349
"42","Reconquête!","3",56.3959896292737,362.187537369516,349
"43","Autre parti","1",19.5389511519023,145.259660600814,147
"44","Autre parti","2",47.7439965541547,145.259660600814,147
"45","Autre parti","3",32.717052293943,145.259660600814,147
"46","Aucun parti","1",26.4401528083654,3252.54495254112,3220
"47","Aucun parti","2",51.9995872328953,3252.54495254112,3220
"48","Aucun parti","3",21.5602599587393,3252.54495254112,3220
